QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
23644296,46,5034227,4511147,16,150,5,160,9,60
25222038,46,5396951,4873871,17,150,5,160,9,60
26799891,43,5768748,5245668,18,150,5,160,9,60
28377581,35,6144829,5621749,19,150,5,160,9,60
29955301,40,6499096,5976016,20,150,5,160,9,60
31533093,51,6853424,6330344,21,150,5,160,9,60
33110845,35,7222334,6699254,22,150,5,160,9,60
34688581,32,7587165,7064085,23,150,5,160,9,60
36266313,56,7959724,7436644,24,150,5,160,9,60
37844043,48,8335063,7811983,25,150,5,160,9,60
39421822,56,8708165,8185085,26,150,5,160,9,60
40999022,35,9101243,8578163,27,150,5,160,9,60
42575713,45,9526869,9003789,28,150,5,160,9,60
44152250,47,9965536,9442456,29,150,5,160,9,60
45728700,56,10442092,9919012,30,150,5,160,9,60
47305024,49,10959336,10436256,31,150,5,160,9,60
48881140,37,11559633,11036553,32,150,5,160,9,60
50457386,45,12130578,11607498,33,150,5,160,9,60
52033384,32,12708553,12185473,34,150,5,160,9,60
53609595,56,13285354,12762274,35,150,5,160,9,60
55185726,32,13888406,13365326,36,150,5,160,9,60
56761786,56,14462006,13938926,37,150,5,160,9,60
58338113,46,15041153,14518073,38,150,5,160,9,60
59914144,56,15628015,15104935,39,150,5,160,9,60
61490214,37,16204902,15681822,40,150,5,160,9,60
63066350,35,16784905,16261825,41,150,5,160,9,60
64642532,39,17354657,16831577,42,150,5,160,9,60
66218430,47,17946487,17423407,43,150,5,160,9,60
67794424,43,18536688,18013608,44,150,5,160,9,60
69370108,41,19146780,18623700,45,150,5,160,9,60
70945658,47,19767396,19244316,46,150,5,160,9,60
72521229,35,20378272,19855192,47,150,5,160,9,60
74096759,56,21003894,20480814,48,150,5,160,9,60
75672266,56,21634222,21111142,49,150,5,160,9,60
77247795,56,22258555,21735475,50,150,5,160,9,60
78823202,56,22884369,22361289,51,150,5,160,9,60
80398751,56,23497199,22974119,52,150,5,160,9,60
81974240,56,24136148,23613068,53,150,5,160,9,60
83549735,40,24767017,24243937,54,150,5,160,9,60
85125197,56,25393815,24870735,55,150,5,160,9,60
86700716,39,26031458,25508378,56,150,5,160,9,60
88276133,56,26647390,26124310,57,150,5,160,9,60
89851497,56,27240972,26717892,58,150,5,160,9,60
91426871,55,27838179,27315099,59,150,5,160,9,60
93002151,45,28458929,27935849,60,150,5,160,9,60
0,0,0,0,0,150,6,160,9,60
0,0,90208,16058,1,150,6,160,9,60
1724524,33,611828,441271,2,150,6,160,9,60
3482543,33,1020311,775241,3,150,6,160,9,60
5240589,31,1192729,909363,4,150,6,160,9,60
6998754,32,1364423,1041875,5,150,6,160,9,60
8756732,45,1527826,1184122,6,150,6,160,9,60
10514654,32,1676915,1330032,7,150,6,160,9,60
12272581,33,1811549,1464666,8,150,6,160,9,60
14030455,33,1942662,1595779,9,150,6,160,9,60
15788510,33,2071143,1724260,10,150,6,160,9,60
17546509,38,2194528,1847645,11,150,6,160,9,60
19304231,53,2324132,1977249,12,150,6,160,9,60
21061821,56,2469534,2122651,13,150,6,160,9,60
22819436,40,2625637,2278754,14,150,6,160,9,60
24577043,34,2784294,2437411,15,150,6,160,9,60
26334557,31,2955962,2609079,16,150,6,160,9,60
28092256,31,3112184,2765301,17,150,6,160,9,60
29849641,51,3305178,2958295,18,150,6,160,9,60
31607138,30,3488449,3141566,19,150,6,160,9,60
33364534,49,3671999,3325116,20,150,6,160,9,60
35121835,47,3873361,3526478,21,150,6,160,9,60
36879328,37,4065893,3719010,22,150,6,160,9,60
38636800,34,4241635,3894752,23,150,6,160,9,60
40394029,31,4453916,4107033,24,150,6,160,9,60
42151625,37,4634327,4287444,25,150,6,160,9,60
43909039,52,4828145,4481262,26,150,6,160,9,60
45666508,32,5017275,4670392,27,150,6,160,9,60
47423810,35,5200754,4853871,28,150,6,160,9,60
49181035,31,5411633,5064750,29,150,6,160,9,60
50938171,42,5635015,5288132,30,150,6,160,9,60
52695132,52,5862828,5515945,31,150,6,160,9,60
54451947,39,6127659,5780776,32,150,6,160,9,60
56208404,56,6416130,6069247,33,150,6,160,9,60
57964950,38,6695452,6348569,34,150,6,160,9,60
59721384,42,6991675,6644792,35,150,6,160,9,60
61477939,56,7301950,6955067,36,150,6,160,9,60
63234424,54,7594887,7248004,37,150,6,160,9,60
64990879,31,7884306,7537423,38,150,6,160,9,60
66747146,44,8190940,7844057,39,150,6,160,9,60
68503524,46,8481216,8134333,40,150,6,160,9,60
70259926,30,8769512,8422629,41,150,6,160,9,60
72016302,31,9059137,8712254,42,150,6,160,9,60
73771812,46,9420157,9073274,43,150,6,160,9,60
75527147,36,9807791,9460908,44,150,6,160,9,60
77282459,32,10208370,9861487,45,150,6,160,9,60
79037724,45,10599705,10252822,46,150,6,160,9,60
80793072,37,10990380,10643497,47,150,6,160,9,60
82548373,36,11393547,11046664,48,150,6,160,9,60
84303669,35,11790789,11443906,49,150,6,160,9,60
86058910,50,12194846,11847963,50,150,6,160,9,60
87814239,46,12594369,12247486,51,150,6,160,9,60
89569434,46,12999229,12652346,52,150,6,160,9,60
91323987,44,13450142,13103259,53,150,6,160,9,60
93078157,31,13924212,13577329,54,150,6,160,9,60
94832117,40,14393322,14046439,55,150,6,160,9,60
96585903,35,14896880,14549997,56,150,6,160,9,60
98339143,49,15473990,15127107,57,150,6,160,9,60
100092176,56,16109402,15762519,58,150,6,160,9,60
101844983,56,16754843,16407960,59,150,6,160,9,60
103597863,36,17395070,17048187,60,150,6,160,9,60
