QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,2.4,40,1,60
0,0,132134,29816,1,150,2.4,40,1,60
216346,18,321701,86931,2,150,2.4,40,1,60
458839,56,506968,142282,3,150,2.4,40,1,60
701260,32,623105,179444,4,150,2.4,40,1,60
943517,40,792644,233615,5,150,2.4,40,1,60
1185772,39,951041,286080,6,150,2.4,40,1,60
1424702,34,1088469,332426,7,150,2.4,40,1,60
1662959,36,1175628,363586,8,150,2.4,40,1,60
1901510,25,1291574,408437,9,150,2.4,40,1,60
2140122,48,1415808,453000,10,150,2.4,40,1,60
2378961,31,1527858,495767,11,150,2.4,40,1,60
2617271,42,1598372,524048,12,150,2.4,40,1,60
2855955,56,1695428,565847,13,150,2.4,40,1,60
3094549,56,1783351,602743,14,150,2.4,40,1,60
3332864,37,1845210,630977,15,150,2.4,40,1,60
3571292,56,1894352,653341,16,150,2.4,40,1,60
3810197,56,1954853,682745,17,150,2.4,40,1,60
4049264,56,2001683,707488,18,150,2.4,40,1,60
4288199,41,2049238,725125,19,150,2.4,40,1,60
4526916,54,2054074,727509,20,150,2.4,40,1,60
4765002,48,2054074,727509,21,150,2.4,40,1,60
5003336,27,2054074,727509,22,150,2.4,40,1,60
5241404,40,2054074,727509,23,150,2.4,40,1,60
5479612,25,2054074,727509,24,150,2.4,40,1,60
5717691,39,2054074,727509,25,150,2.4,40,1,60
5955836,56,2054074,727509,26,150,2.4,40,1,60
6193659,42,2054074,727509,27,150,2.4,40,1,60
6431289,56,2054074,727509,28,150,2.4,40,1,60
6668921,29,2054074,727509,29,150,2.4,40,1,60
6906376,2,2054074,727509,30,150,2.4,40,1,60
7144229,13,2054074,727509,31,150,2.4,40,1,60
7381958,25,2054074,727509,32,150,2.4,40,1,60
7619840,38,2054074,727509,33,150,2.4,40,1,60
7857480,56,2054074,727509,34,150,2.4,40,1,60
8095722,20,2054074,727509,35,150,2.4,40,1,60
8332941,48,2054074,727509,36,150,2.4,40,1,60
8568806,56,2054074,727509,37,150,2.4,40,1,60
8804445,55,2054074,727509,38,150,2.4,40,1,60
9040199,56,2054074,727509,39,150,2.4,40,1,60
9275643,40,2054074,727509,40,150,2.4,40,1,60
9509628,56,2054074,727509,41,150,2.4,40,1,60
9743305,2,2054074,727509,42,150,2.4,40,1,60
9976881,15,2054074,727509,43,150,2.4,40,1,60
